Fri Dec 19 01:20:07 IST 2014 Starting regionserver on nn1.hadoop.com
core file size          (blocks, -c) 0
2014-12-19 01:20:08,828 INFO  [main] util.ServerCommandLine: env:CLASSPATH=/apache/hbase/conf:/usr/java/default/lib/tools.jar:/apache/hbase/bin/..:/apache/hbase/bin/../lib/activation-1.1.jar:/apache/hbase/bin/../lib/aopalliance-1.0.jar:/apache/hbase/bin/../lib/asm-3.1.jar:/apache/hbase/bin/../lib/avro-1.7.4.jar:/apache/hbase/bin/../lib/commons-beanutils-1.7.0.jar:/apache/hbase/bin/../lib/commons-beanutils-core-1.8.0.jar:/apache/hbase/bin/../lib/commons-cli-1.2.jar:/apache/hbase/bin/../lib/commons-codec-1.7.jar:/apache/hbase/bin/../lib/commons-collections-3.2.1.jar:/apache/hbase/bin/../lib/commons-compress-1.4.1.jar:/apache/hbase/bin/../lib/commons-configuration-1.6.jar:/apache/hbase/bin/../lib/commons-daemon-1.0.13.jar:/apache/hbase/bin/../lib/commons-digester-1.8.jar:/apache/hbase/bin/../lib/commons-el-1.0.jar:/apache/hbase/bin/../lib/commons-httpclient-3.1.jar:/apache/hbase/bin/../lib/commons-io-2.4.jar:/apache/hbase/bin/../lib/commons-lang-2.6.jar:/apache/hbase/bin/../lib/commons-logging-1.1.1.jar:/apache/hbase/bin/../lib/commons-math-2.1.jar:/apache/hbase/bin/../lib/commons-net-3.1.jar:/apache/hbase/bin/../lib/findbugs-annotations-1.3.9-1.jar:/apache/hbase/bin/../lib/gmbal-api-only-3.0.0-b023.jar:/apache/hbase/bin/../lib/grizzly-framework-2.1.2.jar:/apache/hbase/bin/../lib/grizzly-http-2.1.2.jar:/apache/hbase/bin/../lib/grizzly-http-server-2.1.2.jar:/apache/hbase/bin/../lib/grizzly-http-servlet-2.1.2.jar:/apache/hbase/bin/../lib/grizzly-rcm-2.1.2.jar:/apache/hbase/bin/../lib/guava-12.0.1.jar:/apache/hbase/bin/../lib/guice-3.0.jar:/apache/hbase/bin/../lib/guice-servlet-3.0.jar:/apache/hbase/bin/../lib/hadoop-annotations-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-auth-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-client-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-common-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-hdfs-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-mapreduce-client-app-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-mapreduce-client-common-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-mapreduce-client-core-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-mapreduce-client-jobclient-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-mapreduce-client-shuffle-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-yarn-api-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-yarn-client-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-yarn-common-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-yarn-server-common-2.2.0.jar:/apache/hbase/bin/../lib/hadoop-yarn-server-nodemanager-2.2.0.jar:/apache/hbase/bin/../lib/hamcrest-core-1.3.jar:/apache/hbase/bin/../lib/hbase-annotations-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-checkstyle-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-client-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-common-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-common-0.98.8-hadoop2-tests.jar:/apache/hbase/bin/../lib/hbase-examples-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-hadoop2-compat-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-hadoop-compat-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-it-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-it-0.98.8-hadoop2-tests.jar:/apache/hbase/bin/../lib/hbase-prefix-tree-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-protocol-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-rest-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-server-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-server-0.98.8-hadoop2-tests.jar:/apache/hbase/bin/../lib/hbase-shell-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-testing-util-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/hbase-thrift-0.98.8-hadoop2.jar:/apache/hbase/bin/../lib/high-scale-lib-1.1.1.jar:/apache/hbase/bin/../lib/htrace-core-2.04.jar:/apache/hbase/bin/../lib/httpclient-4.1.3.jar:/apache/hbase/bin/../lib/httpcore-4.1.3.jar:/apache/hbase/bin/../lib/jackson-core-asl-1.8.8.jar:/apache/hbase/bin/../lib/jackson-jaxrs-1.8.8.jar:/apache/hbase/bin/../lib/jackson-mapper-asl-1.8.8.jar:/apache/hbase/bin/../lib/jackson-xc-1.8.8.jar:/apache/hbase/bin/../lib/jamon-runtime-2.3.1.jar:/apache/hbase/bin/../lib/jasper-compiler-5.5.23.jar:/apache/hbase/bin/../lib/jasper-runtime-5.5.23.jar:/apache/hbase/bin/../lib/javax.inject-1.jar:/apache/hbase/bin/../lib/javax.servlet-3.1.jar:/apache/hbase/bin/../lib/javax.servlet-api-3.0.1.jar:/apache/hbase/bin/../lib/jaxb-api-2.2.2.jar:/apache/hbase/bin/../lib/jaxb-impl-2.2.3-1.jar:/apache/hbase/bin/../lib/jcodings-1.0.8.jar:/apache/hbase/bin/../lib/jersey-client-1.9.jar:/apache/hbase/bin/../lib/jersey-core-1.8.jar:/apache/hbase/bin/../lib/jersey-grizzly2-1.9.jar:/apache/hbase/bin/../lib/jersey-guice-1.9.jar:/apache/hbase/bin/../lib/jersey-json-1.8.jar:/apache/hbase/bin/../lib/jersey-server-1.8.jar:/apache/hbase/bin/../lib/jersey-test-framework-core-1.9.jar:/apache/hbase/bin/../lib/jersey-test-framework-grizzly2-1.9.jar:/apache/hbase/bin/../lib/jets3t-0.6.1.jar:/apache/hbase/bin/../lib/jettison-1.3.1.jar:/apache/hbase/bin/../lib/jetty-6.1.26.jar:/apache/hbase/bin/../lib/jetty-sslengine-6.1.26.jar:/apache/hbase/bin/../lib/jetty-util-6.1.26.jar:/apache/hbase/bin/../lib/joni-2.1.2.jar:/apache/hbase/bin/../lib/jruby-complete-1.6.8.jar:/apache/hbase/bin/../lib/jsch-0.1.42.jar:/apache/hbase/bin/../lib/jsp-2.1-6.1.14.jar:/apache/hbase/bin/../lib/jsp-api-2.1-6.1.14.jar:/apache/hbase/bin/../lib/jsr305-1.3.9.jar:/apache/hbase/bin/../lib/junit-4.11.jar:/apache/hbase/bin/../lib/libthrift-0.9.0.jar:/apache/hbase/bin/../lib/log4j-1.2.17.jar:/apache/hbase/bin/../lib/management-api-3.0.0-b012.jar:/apache/hbase/bin/../lib/metrics-core-2.2.0.jar:/apache/hbase/bin/../lib/netty-3.6.6.Final.jar:/apache/hbase/bin/../lib/paranamer-2.3.jar:/apache/hbase/bin/../lib/protobuf-java-2.5.0.jar:/apache/hbase/bin/../lib/servlet-api-2.5-6.1.14.jar:/apache/hbase/bin/../lib/slf4j-api-1.6.4.jar:/apache/hbase/bin/../lib/slf4j-log4j12-1.6.4.jar:/apache/hbase/bin/../lib/snappy-java-1.0.4.1.jar:/apache/hbase/bin/../lib/xmlenc-0.52.jar:/apache/hbase/bin/../lib/xz-1.0.jar:/apache/hbase/bin/../lib/zookeeper-3.4.6.jar:/apache/hadoop/conf:/apache/hadoop-2.4.1/share/hadoop/common/lib/*:/apache/hadoop-2.4.1/share/hadoop/common/*:/apache/hadoop-2.4.1/share/hadoop/hdfs:/apache/hadoop-2.4.1/share/hadoop/hdfs/lib/*:/apache/hadoop-2.4.1/share/hadoop/hdfs/*:/apache/hadoop-2.4.1/share/hadoop/yarn/lib/*:/apache/hadoop-2.4.1/share/hadoop/yarn/*:/apache/hadoop-2.4.1/share/hadoop/mapreduce/lib/*:/apache/hadoop-2.4.1/share/hadoop/mapreduce/*:/apache/hadoop/lib/native:/apache/hadoop/share/hadoop/common/lib:/apache/hadoop/share/hadoop/hdfs/lib:/apache/hadoop/share/hadoop/mapreduce/lib:/apache/hadoop/share/hadoop/yarn/lib:/apache/hadoop/conf::/apache/hadoop/contrib/capacity-scheduler/*.jar:/apache/hadoop/conf
2014-12-19 01:20:08,828 INFO  [main] util.ServerCommandLine: env:HBASE_THRIFT_OPTS=
2014-12-19 01:20:08,828 INFO  [main] util.ServerCommandLine: env:HADOOP_MAPRED_PID_DIR=/var/run/hadoop-mapred
2014-12-19 01:20:08,828 INFO  [main] util.ServerCommandLine: env:QTINC=/usr/lib64/qt-3.3/include
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:MAPRED_LOG_DIR=/x/log/hadoop/mapred
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:USER=root
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:PIG_USER=hadoop
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:HADOOP_SECURE_DN_PID_DIR=/var/run/hadoop/hdfs
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:HOME=/root
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:HBASE_CLASSPATH=/apache/hadoop/conf
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:LESSOPEN=||/usr/bin/lesspipe.sh %s
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:PIG_PID_DIR=/var/run/pig
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:DFS_DATA_DIR=/x/hadoop/hdfs/data /y/hadoop/hdfs/data
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:LANG=en_US.UTF-8
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:HBASE_LOG_PREFIX=hbase-root-regionserver-nn1.hadoop.com
2014-12-19 01:20:08,829 INFO  [main] util.ServerCommandLine: env:HBASE_IDENT_STRING=root
2014-12-19 01:20:08,839 INFO  [main] util.ServerCommandLine: vmName=Java HotSpot(TM) 64-Bit Server VM, vmVendor=Oracle Corporation, vmVersion=24.51-b03
2014-12-19 01:20:08,839 INFO  [main] util.ServerCommandLine: vmInputArguments=[-Dproc_regionserver, -XX:OnOutOfMemoryError=kill -9 %p, -Xmx1000m, -XX:+UseConcMarkSweepGC, -Dhbase.log.dir=/apache/hbase/bin/../logs, -Dhbase.log.file=hbase-root-regionserver-nn1.hadoop.com.log, -Dhbase.home.dir=/apache/hbase/bin/.., -Dhbase.id.str=root, -Dhbase.root.logger=INFO,RFA, -Djava.library.path=:/apache/hadoop/lib/native:/apache/hadoop/share/hadoop/mapreduce:/apache/hadoop/share/hadoop/hdfs:/apache/hadoop/share/hadoop/yarn:/apache/hadoop/share/hadoop/common::/apache/hadoop/lib/native:/apache/hadoop/share/hadoop/mapreduce:/apache/hadoop/share/hadoop/hdfs:/apache/hadoop/share/hadoop/yarn:/apache/hadoop/share/hadoop/common:/apache/hadoop-2.4.1/lib/native, -Dhbase.security.logger=INFO,RFAS]
2014-12-19 01:20:09,349 DEBUG [main] regionserver.HRegionServer: regionserver/nn1.hadoop.com/192.168.1.8:60020 HConnection server-to-server retries=350
2014-12-19 01:20:09,727 INFO  [main] ipc.SimpleRpcScheduler: Using default user call queue, count=3
2014-12-19 01:20:09,742 INFO  [main] ipc.RpcServer: regionserver/nn1.hadoop.com/192.168.1.8:60020: started 10 reader(s).
2014-12-19 01:20:09,826 INFO  [main] impl.MetricsConfig: loaded properties from hadoop-metrics2-hbase.properties
2014-12-19 01:20:09,911 INFO  [main] impl.MetricsSystemImpl: Scheduled snapshot period at 10 second(s).
2014-12-19 01:20:09,911 INFO  [main] impl.MetricsSystemImpl: HBase metrics system started
2014-12-19 01:20:10,241 WARN  [main] util.NativeCodeLoader: Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2014-12-19 01:20:10,253 INFO  [main] hfile.CacheConfig: Allocating LruBlockCache with maximum size 396.7 M
2014-12-19 01:20:10,392 INFO  [main] mortbay.log: Logging to org.slf4j.impl.Log4jLoggerAdapter(org.mortbay.log) via org.mortbay.log.Slf4jLog
2014-12-19 01:20:10,546 INFO  [main] http.HttpServer: Added global filter 'safety' (class=org.apache.hadoop.http.HttpServer$QuotingInputFilter)
2014-12-19 01:20:10,557 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context regionserver
2014-12-19 01:20:10,557 INFO  [main] http.HttpServer: Added filter static_user_filter (class=org.apache.hadoop.http.lib.StaticUserWebFilter$StaticUserFilter) to context static
2014-12-19 01:20:10,585 INFO  [main] http.HttpServer: Jetty bound to port 60030
2014-12-19 01:20:10,585 INFO  [main] mortbay.log: jetty-6.1.26
2014-12-19 01:20:11,292 INFO  [main] mortbay.log: Started SelectChannelConnector@0.0.0.0:60030
2014-12-19 01:20:11,333 INFO  [regionserver60020] zookeeper.RecoverableZooKeeper: Process identifier=regionserver:60020 connecting to ZooKeeper ensemble=localhost:2181
2014-12-19 01:20:11,367 INFO  [regionserver60020] zookeeper.ZooKeeper: Client environment:zookeeper.version=3.4.6-1569965, built on 02/20/2014 09:09 GMT
2014-12-19 01:20:11,367 INFO  [regionserver60020] zookeeper.ZooKeeper: Client environment:host.name=nn1.hadoop.com
2014-12-19 01:20:11,367 INFO  [regionserver60020] zookeeper.ZooKeeper: Client environment:java.version=1.7.0_51
2014-12-19 01:20:11,367 INFO  [regionserver60020] zookeeper.ZooKeeper: Client environment:java.vendor=Oracle Corporation
2014-12-19 01:20:11,367 INFO  [regionserver60020] zookeeper.ZooKeeper: Client environment:java.home=/usr/local/jdk1.7.0_51/jre
